"V1","V2","V3","V4","V5"
2.57649328332102,3.7372436102851,0.604532381029085,2.13448591155145,1.50816893561647
0.849278159811567,0.869893463931762,0.665165589578806,0.343130606339974,0.764069428361563
1.5523839925026,0.360414700008632,0.795070921509672,1.33793371498127,1.15016178108373
0.418544273004877,1.08574650732198,1.13799475692384,0.509137559119787,1.19132024752461
1.16228061284919,0.977709439519856,1.27660444413322,6.94682225865664,1.58790723471555
0.492790230947216,0.796799212144221,0.632523581276226,0.737577495301392,0.765328547842859
1.84146815426343,2.78690229454965,0.841828664122114,5.79923000341585,2.76908452626698
0.371578936783009,0.367025510698783,0.580607211204379,0.65846769037999,0.674791623935433
0.824201484488179,1.10996952709156,1.03715533494421,1.27097790284356,0.851549466563465
2.18351960160548,3.98903397761484,1.27286007763615,0.786303521714133,4.52221185286803
0.903741864820832,1.29903661386588,0.911908718638196,0.601895210350375,0.904079619814163
0.458345619791515,0.954645428428775,0.776192900042803,0.422779543461535,0.163990754444976
1.12767732764073,0.935686541866211,1.31193442387537,1.71062661119482,2.48679213412829
3.18414985152052,4.52110589418119,1.23912266794102,1.94425009536197,6.1595919966087
0.450111280326853,0.564100191035559,1.05983931082713,1.23832454046644,0.895905617001571
0.767142035033536,0.513541195196133,0.797582845737047,1.35409984831595,1.11319983689054
1.0845327469618,0.781604497848747,1,0.42677227873134,0.744011222638068
0.717697338459759,0.817056975271781,0.782334002788269,0.804370783771027,0.706325861901322
0.289837540914931,0.857574929212126,0.870829763816469,0.880163679089268,0.866432911922707
0.718794327486998,1.54990536294337,0.948897415289544,3.58822299048983,2.19053035139279
